segment,uri,start,end,speaker,verification,identification,id
id10016\ywRolvE7ToY\00003.wav,Aidan_Turner/ywRolvE7ToY,31.9,40.2,Aidan_Turner,dev,trn,id10016
id10016\ywRolvE7ToY\00005.wav,Aidan_Turner/ywRolvE7ToY,69.1,77.1,Aidan_Turner,dev,trn,id10016
id10016\ywRolvE7ToY\00007.wav,Aidan_Turner/ywRolvE7ToY,102.0,110.1,Aidan_Turner,dev,trn,id10016
id10017\5r-26vNFeJU\00002.wav,Ajay_Devgn/5r-26vNFeJU,234.2,241.2,Ajay_Devgn,dev,trn,id10017
id10017\5r-26vNFeJU\00005.wav,Ajay_Devgn/5r-26vNFeJU,291.3,298.9,Ajay_Devgn,dev,trn,id10017
id10017\5r-26vNFeJU\00006.wav,Ajay_Devgn/5r-26vNFeJU,301.2,308.0,Ajay_Devgn,dev,trn,id10017
id10017\5r-26vNFeJU\00010.wav,Ajay_Devgn/5r-26vNFeJU,485.2,491.2,Ajay_Devgn,dev,trn,id10017
id10017\6ya9UpdRCPs\00001.wav,Ajay_Devgn/6ya9UpdRCPs,227.6,237.4,Ajay_Devgn,dev,trn,id10017
id10017\7QOGR0zvTxY\00001.wav,Ajay_Devgn/7QOGR0zvTxY,446.6,453.6,Ajay_Devgn,dev,trn,id10017
id10017\7QOGR0zvTxY\00002.wav,Ajay_Devgn/7QOGR0zvTxY,483.9,490.8,Ajay_Devgn,dev,trn,id10017
id10017\8rp9UYZp-zA\00002.wav,Ajay_Devgn/8rp9UYZp-zA,53.9,60.6,Ajay_Devgn,dev,trn,id10017
id10017\8rp9UYZp-zA\00005.wav,Ajay_Devgn/8rp9UYZp-zA,85.8,95.0,Ajay_Devgn,dev,trn,id10017
id10017\8rp9UYZp-zA\00006.wav,Ajay_Devgn/8rp9UYZp-zA,99.2,108.1,Ajay_Devgn,dev,trn,id10017
id10017\8rp9UYZp-zA\00008.wav,Ajay_Devgn/8rp9UYZp-zA,149.0,158.8,Ajay_Devgn,dev,trn,id10017
id10017\8rp9UYZp-zA\00015.wav,Ajay_Devgn/8rp9UYZp-zA,269.7,277.6,Ajay_Devgn,dev,trn,id10017
id10017\8rp9UYZp-zA\00016.wav,Ajay_Devgn/8rp9UYZp-zA,270.8,280.1,Ajay_Devgn,dev,trn,id10017
id10017\8rp9UYZp-zA\00017.wav,Ajay_Devgn/8rp9UYZp-zA,286.4,292.7,Ajay_Devgn,dev,trn,id10017
id10017\8rp9UYZp-zA\00018.wav,Ajay_Devgn/8rp9UYZp-zA,293.0,301.4,Ajay_Devgn,dev,trn,id10017
id10017\BuecddErOwU\00012.wav,Ajay_Devgn/BuecddErOwU,596.5,605.2,Ajay_Devgn,dev,trn,id10017
id10017\BuecddErOwU\00013.wav,Ajay_Devgn/BuecddErOwU,605.4,613.3,Ajay_Devgn,dev,trn,id10017
id10017\BuecddErOwU\00014.wav,Ajay_Devgn/BuecddErOwU,614.9,621.7,Ajay_Devgn,dev,trn,id10017
id10017\BuecddErOwU\00017.wav,Ajay_Devgn/BuecddErOwU,661.0,667.4,Ajay_Devgn,dev,trn,id10017
id10017\BuecddErOwU\00018.wav,Ajay_Devgn/BuecddErOwU,714.0,723.6,Ajay_Devgn,dev,trn,id10017
id10017\CYb_opUpiw4\00002.wav,Ajay_Devgn/CYb_opUpiw4,80.4,86.8,Ajay_Devgn,dev,trn,id10017
id10017\CYb_opUpiw4\00004.wav,Ajay_Devgn/CYb_opUpiw4,159.5,165.8,Ajay_Devgn,dev,trn,id10017
id10017\CYb_opUpiw4\00007.wav,Ajay_Devgn/CYb_opUpiw4,222.5,228.8,Ajay_Devgn,dev,trn,id10017
id10017\CYb_opUpiw4\00013.wav,Ajay_Devgn/CYb_opUpiw4,379.8,387.2,Ajay_Devgn,dev,trn,id10017
id10017\CYb_opUpiw4\00017.wav,Ajay_Devgn/CYb_opUpiw4,629.8,636.9,Ajay_Devgn,dev,trn,id10017
id10017\CYb_opUpiw4\00019.wav,Ajay_Devgn/CYb_opUpiw4,743.2,749.4,Ajay_Devgn,dev,trn,id10017
id10017\CYb_opUpiw4\00020.wav,Ajay_Devgn/CYb_opUpiw4,845.6,854.5,Ajay_Devgn,dev,trn,id10017
id10017\CYb_opUpiw4\00026.wav,Ajay_Devgn/CYb_opUpiw4,1006.6,1012.6,Ajay_Devgn,dev,trn,id10017
id10017\CYb_opUpiw4\00029.wav,Ajay_Devgn/CYb_opUpiw4,1082.0,1089.6,Ajay_Devgn,dev,trn,id10017
id10017\Pkfu9rKM5QA\00003.wav,Ajay_Devgn/Pkfu9rKM5QA,268.8,277.9,Ajay_Devgn,dev,trn,id10017
id10017\bNNIcOJGy4w\00001.wav,Ajay_Devgn/bNNIcOJGy4w,16.2,26.1,Ajay_Devgn,dev,trn,id10017
id10017\bNNIcOJGy4w\00002.wav,Ajay_Devgn/bNNIcOJGy4w,36.1,44.8,Ajay_Devgn,dev,trn,id10017
id10017\iwN6Hu6xyM0\00001.wav,Ajay_Devgn/iwN6Hu6xyM0,44.2,52.6,Ajay_Devgn,dev,tst,id10017
id10017\iwN6Hu6xyM0\00002.wav,Ajay_Devgn/iwN6Hu6xyM0,151.7,159.0,Ajay_Devgn,dev,tst,id10017
id10017\iwN6Hu6xyM0\00005.wav,Ajay_Devgn/iwN6Hu6xyM0,240.9,247.0,Ajay_Devgn,dev,tst,id10017
id10017\pOJlOI5cDZw\00002.wav,Ajay_Devgn/pOJlOI5cDZw,302.9,308.9,Ajay_Devgn,dev,trn,id10017
id10017\qFUUDSjCy5M\00001.wav,Ajay_Devgn/qFUUDSjCy5M,120.0,127.7,Ajay_Devgn,dev,trn,id10017
id10017\qFUUDSjCy5M\00002.wav,Ajay_Devgn/qFUUDSjCy5M,134.3,142.4,Ajay_Devgn,dev,trn,id10017
id10017\xH3Pp_5yxOk\00003.wav,Ajay_Devgn/xH3Pp_5yxOk,198.4,205.4,Ajay_Devgn,dev,trn,id10017
id10017\xH3Pp_5yxOk\00006.wav,Ajay_Devgn/xH3Pp_5yxOk,351.5,357.6,Ajay_Devgn,dev,trn,id10017
id10017\xH3Pp_5yxOk\00008.wav,Ajay_Devgn/xH3Pp_5yxOk,388.9,397.0,Ajay_Devgn,dev,trn,id10017
id10017\xH3Pp_5yxOk\00010.wav,Ajay_Devgn/xH3Pp_5yxOk,463.9,473.6,Ajay_Devgn,dev,trn,id10017
id10017\xH3Pp_5yxOk\00017.wav,Ajay_Devgn/xH3Pp_5yxOk,812.0,820.5,Ajay_Devgn,dev,trn,id10017
id10017\xH3Pp_5yxOk\00018.wav,Ajay_Devgn/xH3Pp_5yxOk,879.6,888.7,Ajay_Devgn,dev,trn,id10017
id10017\xH3Pp_5yxOk\00022.wav,Ajay_Devgn/xH3Pp_5yxOk,1067.5,1074.7,Ajay_Devgn,dev,trn,id10017
id10017\xH3Pp_5yxOk\00023.wav,Ajay_Devgn/xH3Pp_5yxOk,1126.9,1136.5,Ajay_Devgn,dev,trn,id10017
id10018\0gR9vlGI8ro\00004.wav,Akshay_Kumar/0gR9vlGI8ro,198.4,205.7,Akshay_Kumar,dev,dev,id10018
id10018\0gR9vlGI8ro\00005.wav,Akshay_Kumar/0gR9vlGI8ro,259.8,267.5,Akshay_Kumar,dev,dev,id10018
id10018\2fsToHH2Qz4\00007.wav,Akshay_Kumar/2fsToHH2Qz4,986.9,993.5,Akshay_Kumar,dev,tst,id10018
id10018\8WVqEfbZ4Ic\00001.wav,Akshay_Kumar/8WVqEfbZ4Ic,50.9,58.2,Akshay_Kumar,dev,trn,id10018
id10018\8WVqEfbZ4Ic\00002.wav,Akshay_Kumar/8WVqEfbZ4Ic,82.3,89.6,Akshay_Kumar,dev,trn,id10018
id10018\8WVqEfbZ4Ic\00003.wav,Akshay_Kumar/8WVqEfbZ4Ic,93.3,103.1,Akshay_Kumar,dev,trn,id10018
id10018\8WVqEfbZ4Ic\00004.wav,Akshay_Kumar/8WVqEfbZ4Ic,117.9,124.2,Akshay_Kumar,dev,trn,id10018
id10018\8WVqEfbZ4Ic\00007.wav,Akshay_Kumar/8WVqEfbZ4Ic,175.3,182.4,Akshay_Kumar,dev,trn,id10018
id10018\8WVqEfbZ4Ic\00009.wav,Akshay_Kumar/8WVqEfbZ4Ic,290.4,297.7,Akshay_Kumar,dev,trn,id10018
id10018\8WVqEfbZ4Ic\00013.wav,Akshay_Kumar/8WVqEfbZ4Ic,422.5,430.4,Akshay_Kumar,dev,trn,id10018
id10018\8WVqEfbZ4Ic\00015.wav,Akshay_Kumar/8WVqEfbZ4Ic,472.2,480.5,Akshay_Kumar,dev,trn,id10018
id10018\9tu4uaM0YTc\00002.wav,Akshay_Kumar/9tu4uaM0YTc,52.4,58.9,Akshay_Kumar,dev,trn,id10018
id10018\9tu4uaM0YTc\00004.wav,Akshay_Kumar/9tu4uaM0YTc,76.5,83.8,Akshay_Kumar,dev,trn,id10018
id10018\9tu4uaM0YTc\00005.wav,Akshay_Kumar/9tu4uaM0YTc,93.0,102.9,Akshay_Kumar,dev,trn,id10018
id10018\9tu4uaM0YTc\00009.wav,Akshay_Kumar/9tu4uaM0YTc,171.8,178.9,Akshay_Kumar,dev,trn,id10018
id10018\9tu4uaM0YTc\00010.wav,Akshay_Kumar/9tu4uaM0YTc,183.2,190.9,Akshay_Kumar,dev,trn,id10018
id10018\9tu4uaM0YTc\00011.wav,Akshay_Kumar/9tu4uaM0YTc,198.2,206.1,Akshay_Kumar,dev,trn,id10018
id10018\9tu4uaM0YTc\00012.wav,Akshay_Kumar/9tu4uaM0YTc,210.5,216.7,Akshay_Kumar,dev,trn,id10018
id10018\9tu4uaM0YTc\00016.wav,Akshay_Kumar/9tu4uaM0YTc,407.2,414.2,Akshay_Kumar,dev,trn,id10018
id10018\9tu4uaM0YTc\00018.wav,Akshay_Kumar/9tu4uaM0YTc,467.1,476.8,Akshay_Kumar,dev,trn,id10018
id10018\9tu4uaM0YTc\00019.wav,Akshay_Kumar/9tu4uaM0YTc,482.6,490.4,Akshay_Kumar,dev,trn,id10018
id10018\9tu4uaM0YTc\00022.wav,Akshay_Kumar/9tu4uaM0YTc,566.4,574.3,Akshay_Kumar,dev,trn,id10018
id10018\9tu4uaM0YTc\00023.wav,Akshay_Kumar/9tu4uaM0YTc,581.8,587.8,Akshay_Kumar,dev,trn,id10018
id10018\9tu4uaM0YTc\00025.wav,Akshay_Kumar/9tu4uaM0YTc,605.9,612.6,Akshay_Kumar,dev,trn,id10018
id10018\A-Q7SmHQT70\00005.wav,Akshay_Kumar/A-Q7SmHQT70,281.7,290.5,Akshay_Kumar,dev,trn,id10018
id10018\A-Q7SmHQT70\00006.wav,Akshay_Kumar/A-Q7SmHQT70,313.7,323.2,Akshay_Kumar,dev,trn,id10018
id10018\A-Q7SmHQT70\00007.wav,Akshay_Kumar/A-Q7SmHQT70,356.2,364.9,Akshay_Kumar,dev,trn,id10018
id10018\A-Q7SmHQT70\00008.wav,Akshay_Kumar/A-Q7SmHQT70,372.4,379.4,Akshay_Kumar,dev,trn,id10018
id10018\A-Q7SmHQT70\00009.wav,Akshay_Kumar/A-Q7SmHQT70,474.7,481.1,Akshay_Kumar,dev,trn,id10018
id10018\A-Q7SmHQT70\00015.wav,Akshay_Kumar/A-Q7SmHQT70,700.2,706.3,Akshay_Kumar,dev,trn,id10018
id10018\A-Q7SmHQT70\00018.wav,Akshay_Kumar/A-Q7SmHQT70,872.4,879.1,Akshay_Kumar,dev,trn,id10018
id10018\A-Q7SmHQT70\00021.wav,Akshay_Kumar/A-Q7SmHQT70,989.6,997.9,Akshay_Kumar,dev,trn,id10018
id10018\A-Q7SmHQT70\00022.wav,Akshay_Kumar/A-Q7SmHQT70,1002.4,1010.0,Akshay_Kumar,dev,trn,id10018
id10018\A-Q7SmHQT70\00023.wav,Akshay_Kumar/A-Q7SmHQT70,1011.0,1020.0,Akshay_Kumar,dev,trn,id10018
id10018\A-Q7SmHQT70\00024.wav,Akshay_Kumar/A-Q7SmHQT70,1030.0,1038.1,Akshay_Kumar,dev,trn,id10018
id10018\BaesL7QJLFU\00001.wav,Akshay_Kumar/BaesL7QJLFU,183.4,189.8,Akshay_Kumar,dev,trn,id10018
id10018\BaesL7QJLFU\00004.wav,Akshay_Kumar/BaesL7QJLFU,530.2,539.1,Akshay_Kumar,dev,trn,id10018
id10018\BaesL7QJLFU\00007.wav,Akshay_Kumar/BaesL7QJLFU,848.6,855.6,Akshay_Kumar,dev,trn,id10018
id10018\BaesL7QJLFU\00009.wav,Akshay_Kumar/BaesL7QJLFU,973.2,980.2,Akshay_Kumar,dev,trn,id10018
id10018\BaesL7QJLFU\00011.wav,Akshay_Kumar/BaesL7QJLFU,1085.0,1093.0,Akshay_Kumar,dev,trn,id10018
id10018\BaesL7QJLFU\00015.wav,Akshay_Kumar/BaesL7QJLFU,1266.8,1273.6,Akshay_Kumar,dev,trn,id10018
id10018\BaesL7QJLFU\00018.wav,Akshay_Kumar/BaesL7QJLFU,1414.2,1423.9,Akshay_Kumar,dev,trn,id10018
id10018\BaesL7QJLFU\00024.wav,Akshay_Kumar/BaesL7QJLFU,1842.9,1851.1,Akshay_Kumar,dev,trn,id10018
id10018\BaesL7QJLFU\00028.wav,Akshay_Kumar/BaesL7QJLFU,1914.5,1921.9,Akshay_Kumar,dev,trn,id10018
id10018\EFFEzbt2k6o\00001.wav,Akshay_Kumar/EFFEzbt2k6o,237.5,246.0,Akshay_Kumar,dev,trn,id10018
id10018\EFFEzbt2k6o\00003.wav,Akshay_Kumar/EFFEzbt2k6o,1249.4,1255.4,Akshay_Kumar,dev,trn,id10018
id10018\G4ytSwL9uak\00003.wav,Akshay_Kumar/G4ytSwL9uak,116.7,123.6,Akshay_Kumar,dev,trn,id10018
id10018\G4ytSwL9uak\00005.wav,Akshay_Kumar/G4ytSwL9uak,153.7,160.0,Akshay_Kumar,dev,trn,id10018
id10018\Q7aBwU0ZeUk\00006.wav,Akshay_Kumar/Q7aBwU0ZeUk,741.4,747.8,Akshay_Kumar,dev,trn,id10018
id10018\RM55SnIw2uQ\00001.wav,Akshay_Kumar/RM55SnIw2uQ,46.5,56.0,Akshay_Kumar,dev,trn,id10018
id10018\RM55SnIw2uQ\00003.wav,Akshay_Kumar/RM55SnIw2uQ,495.6,502.0,Akshay_Kumar,dev,trn,id10018
id10018\RM55SnIw2uQ\00006.wav,Akshay_Kumar/RM55SnIw2uQ,556.3,564.9,Akshay_Kumar,dev,trn,id10018
id10018\RM55SnIw2uQ\00007.wav,Akshay_Kumar/RM55SnIw2uQ,796.7,804.0,Akshay_Kumar,dev,trn,id10018
id10018\aDIdItugOC0\00002.wav,Akshay_Kumar/aDIdItugOC0,58.7,65.3,Akshay_Kumar,dev,trn,id10018
id10018\eckQg181kQY\00004.wav,Akshay_Kumar/eckQg181kQY,455.7,465.6,Akshay_Kumar,dev,trn,id10018
id10018\eckQg181kQY\00007.wav,Akshay_Kumar/eckQg181kQY,835.6,845.2,Akshay_Kumar,dev,trn,id10018
id10018\eckQg181kQY\00010.wav,Akshay_Kumar/eckQg181kQY,898.7,906.0,Akshay_Kumar,dev,trn,id10018
id10018\eckQg181kQY\00012.wav,Akshay_Kumar/eckQg181kQY,928.9,937.1,Akshay_Kumar,dev,trn,id10018
id10018\eckQg181kQY\00013.wav,Akshay_Kumar/eckQg181kQY,1077.2,1085.9,Akshay_Kumar,dev,trn,id10018
id10018\eckQg181kQY\00017.wav,Akshay_Kumar/eckQg181kQY,1268.7,1276.8,Akshay_Kumar,dev,trn,id10018
id10018\eckQg181kQY\00020.wav,Akshay_Kumar/eckQg181kQY,1694.3,1701.5,Akshay_Kumar,dev,trn,id10018
id10018\eckQg181kQY\00022.wav,Akshay_Kumar/eckQg181kQY,1880.6,1889.4,Akshay_Kumar,dev,trn,id10018
id10018\eckQg181kQY\00023.wav,Akshay_Kumar/eckQg181kQY,1894.8,1902.6,Akshay_Kumar,dev,trn,id10018
id10018\eckQg181kQY\00026.wav,Akshay_Kumar/eckQg181kQY,1975.2,1982.9,Akshay_Kumar,dev,trn,id10018
id10018\eckQg181kQY\00029.wav,Akshay_Kumar/eckQg181kQY,2073.9,2083.4,Akshay_Kumar,dev,trn,id10018
id10018\eckQg181kQY\00031.wav,Akshay_Kumar/eckQg181kQY,2103.6,2109.9,Akshay_Kumar,dev,trn,id10018
id10018\eckQg181kQY\00032.wav,Akshay_Kumar/eckQg181kQY,2136.0,2142.5,Akshay_Kumar,dev,trn,id10018
id10018\eckQg181kQY\00033.wav,Akshay_Kumar/eckQg181kQY,2162.2,2168.7,Akshay_Kumar,dev,trn,id10018
id10018\eckQg181kQY\00035.wav,Akshay_Kumar/eckQg181kQY,2188.6,2197.2,Akshay_Kumar,dev,trn,id10018
id10018\eckQg181kQY\00036.wav,Akshay_Kumar/eckQg181kQY,2213.0,2221.5,Akshay_Kumar,dev,trn,id10018
id10018\eckQg181kQY\00037.wav,Akshay_Kumar/eckQg181kQY,2230.4,2239.5,Akshay_Kumar,dev,trn,id10018
id10018\eckQg181kQY\00039.wav,Akshay_Kumar/eckQg181kQY,2295.9,2304.4,Akshay_Kumar,dev,trn,id10018
id10018\iYaSdx4Qhv4\00002.wav,Akshay_Kumar/iYaSdx4Qhv4,102.6,110.3,Akshay_Kumar,dev,trn,id10018
id10018\iYaSdx4Qhv4\00003.wav,Akshay_Kumar/iYaSdx4Qhv4,142.0,151.0,Akshay_Kumar,dev,trn,id10018
id10018\lCA6CCS7mxc\00001.wav,Akshay_Kumar/lCA6CCS7mxc,559.2,565.2,Akshay_Kumar,dev,trn,id10018
id10018\pJcq28hEvHg\00001.wav,Akshay_Kumar/pJcq28hEvHg,435.2,443.6,Akshay_Kumar,dev,trn,id10018
id10018\sci80gk6bUc\00001.wav,Akshay_Kumar/sci80gk6bUc,77.5,84.6,Akshay_Kumar,dev,trn,id10018
id10018\sci80gk6bUc\00004.wav,Akshay_Kumar/sci80gk6bUc,213.0,220.5,Akshay_Kumar,dev,trn,id10018
id10018\sci80gk6bUc\00007.wav,Akshay_Kumar/sci80gk6bUc,252.5,260.6,Akshay_Kumar,dev,trn,id10018
id10018\sci80gk6bUc\00008.wav,Akshay_Kumar/sci80gk6bUc,272.1,281.8,Akshay_Kumar,dev,trn,id10018
id10018\sci80gk6bUc\00009.wav,Akshay_Kumar/sci80gk6bUc,299.1,306.6,Akshay_Kumar,dev,trn,id10018
id10018\sci80gk6bUc\00015.wav,Akshay_Kumar/sci80gk6bUc,611.2,618.0,Akshay_Kumar,dev,trn,id10018
id10018\sci80gk6bUc\00017.wav,Akshay_Kumar/sci80gk6bUc,745.6,752.1,Akshay_Kumar,dev,trn,id10018
id10018\sci80gk6bUc\00019.wav,Akshay_Kumar/sci80gk6bUc,765.5,773.0,Akshay_Kumar,dev,trn,id10018
id10018\sci80gk6bUc\00020.wav,Akshay_Kumar/sci80gk6bUc,776.4,786.4,Akshay_Kumar,dev,trn,id10018
id10018\sci80gk6bUc\00021.wav,Akshay_Kumar/sci80gk6bUc,757.6,766.2,Akshay_Kumar,dev,trn,id10018
id10018\sci80gk6bUc\00022.wav,Akshay_Kumar/sci80gk6bUc,796.2,803.5,Akshay_Kumar,dev,trn,id10018
id10018\sci80gk6bUc\00032.wav,Akshay_Kumar/sci80gk6bUc,1342.6,1351.8,Akshay_Kumar,dev,trn,id10018
id10018\sci80gk6bUc\00034.wav,Akshay_Kumar/sci80gk6bUc,1430.1,1437.6,Akshay_Kumar,dev,trn,id10018
id10018\sci80gk6bUc\00035.wav,Akshay_Kumar/sci80gk6bUc,1445.7,1454.0,Akshay_Kumar,dev,trn,id10018
id10018\sci80gk6bUc\00038.wav,Akshay_Kumar/sci80gk6bUc,1552.9,1560.5,Akshay_Kumar,dev,trn,id10018
id10018\sci80gk6bUc\00041.wav,Akshay_Kumar/sci80gk6bUc,1639.9,1646.6,Akshay_Kumar,dev,trn,id10018
id10018\sci80gk6bUc\00050.wav,Akshay_Kumar/sci80gk6bUc,1908.4,1915.7,Akshay_Kumar,dev,trn,id10018
id10018\sci80gk6bUc\00051.wav,Akshay_Kumar/sci80gk6bUc,1954.6,1961.6,Akshay_Kumar,dev,trn,id10018
id10018\sci80gk6bUc\00052.wav,Akshay_Kumar/sci80gk6bUc,2009.7,2016.7,Akshay_Kumar,dev,trn,id10018
id10018\sci80gk6bUc\00058.wav,Akshay_Kumar/sci80gk6bUc,2260.9,2267.2,Akshay_Kumar,dev,trn,id10018
id10018\sci80gk6bUc\00059.wav,Akshay_Kumar/sci80gk6bUc,2267.4,2274.2,Akshay_Kumar,dev,trn,id10018
id10018\su3ku9D00jA\00001.wav,Akshay_Kumar/su3ku9D00jA,155.0,161.7,Akshay_Kumar,dev,trn,id10018
id10018\su3ku9D00jA\00003.wav,Akshay_Kumar/su3ku9D00jA,316.7,323.8,Akshay_Kumar,dev,trn,id10018
id10018\wyaUcxpHOQs\00001.wav,Akshay_Kumar/wyaUcxpHOQs,78.3,85.7,Akshay_Kumar,dev,trn,id10018
id10019\2vSPFNQoKmk\00001.wav,Alain_Delon/2vSPFNQoKmk,46.6,54.9,Alain_Delon,dev,trn,id10019
id10019\2vSPFNQoKmk\00006.wav,Alain_Delon/2vSPFNQoKmk,130.0,137.9,Alain_Delon,dev,trn,id10019
id10019\2vSPFNQoKmk\00007.wav,Alain_Delon/2vSPFNQoKmk,149.7,156.5,Alain_Delon,dev,trn,id10019
id10019\2vSPFNQoKmk\00008.wav,Alain_Delon/2vSPFNQoKmk,157.6,167.4,Alain_Delon,dev,trn,id10019
id10019\2vSPFNQoKmk\00013.wav,Alain_Delon/2vSPFNQoKmk,233.1,239.9,Alain_Delon,dev,trn,id10019
id10019\5AfbbZolonc\00001.wav,Alain_Delon/5AfbbZolonc,94.7,103.2,Alain_Delon,dev,tst,id10019
id10019\5AfbbZolonc\00005.wav,Alain_Delon/5AfbbZolonc,345.8,352.6,Alain_Delon,dev,tst,id10019
id10019\ABpVMOt0WEE\00001.wav,Alain_Delon/ABpVMOt0WEE,25.7,32.6,Alain_Delon,dev,dev,id10019
id10019\ABpVMOt0WEE\00003.wav,Alain_Delon/ABpVMOt0WEE,180.3,187.8,Alain_Delon,dev,dev,id10019
id10019\ABpVMOt0WEE\00004.wav,Alain_Delon/ABpVMOt0WEE,193.4,200.0,Alain_Delon,dev,dev,id10019
id10019\ABpVMOt0WEE\00005.wav,Alain_Delon/ABpVMOt0WEE,209.8,218.8,Alain_Delon,dev,dev,id10019
id10019\FoACkHPFRTo\00002.wav,Alain_Delon/FoACkHPFRTo,750.1,756.4,Alain_Delon,dev,trn,id10019
id10019\FoACkHPFRTo\00003.wav,Alain_Delon/FoACkHPFRTo,901.9,911.3,Alain_Delon,dev,trn,id10019
id10019\FoACkHPFRTo\00004.wav,Alain_Delon/FoACkHPFRTo,933.1,942.2,Alain_Delon,dev,trn,id10019
id10019\IipkRlgAGC0\00002.wav,Alain_Delon/IipkRlgAGC0,371.0,380.3,Alain_Delon,dev,trn,id10019
id10019\IipkRlgAGC0\00003.wav,Alain_Delon/IipkRlgAGC0,385.7,392.6,Alain_Delon,dev,trn,id10019
id10019\IipkRlgAGC0\00004.wav,Alain_Delon/IipkRlgAGC0,403.2,409.8,Alain_Delon,dev,trn,id10019
id10019\IipkRlgAGC0\00006.wav,Alain_Delon/IipkRlgAGC0,430.8,438.0,Alain_Delon,dev,trn,id10019
id10019\IipkRlgAGC0\00007.wav,Alain_Delon/IipkRlgAGC0,620.0,626.0,Alain_Delon,dev,trn,id10019
id10019\IipkRlgAGC0\00009.wav,Alain_Delon/IipkRlgAGC0,649.6,656.3,Alain_Delon,dev,trn,id10019
id10019\KPM7HF0Xc18\00003.wav,Alain_Delon/KPM7HF0Xc18,144.1,152.2,Alain_Delon,dev,trn,id10019
id10019\KjHVVTWafJQ\00002.wav,Alain_Delon/KjHVVTWafJQ,221.0,230.2,Alain_Delon,dev,trn,id10019
id10019\KjHVVTWafJQ\00003.wav,Alain_Delon/KjHVVTWafJQ,236.2,243.0,Alain_Delon,dev,trn,id10019
id10019\N4ZN6AAv4vU\00001.wav,Alain_Delon/N4ZN6AAv4vU,94.6,100.8,Alain_Delon,dev,trn,id10019
id10019\YLTaZK6x2z8\00002.wav,Alain_Delon/YLTaZK6x2z8,58.5,66.5,Alain_Delon,dev,trn,id10019
id10019\dCpykP6iJnA\00002.wav,Alain_Delon/dCpykP6iJnA,341.0,347.2,Alain_Delon,dev,trn,id10019
id10019\feJ12-OYVaU\00001.wav,Alain_Delon/feJ12-OYVaU,36.3,43.3,Alain_Delon,dev,trn,id10019
id10019\feJ12-OYVaU\00002.wav,Alain_Delon/feJ12-OYVaU,99.5,106.2,Alain_Delon,dev,trn,id10019
id10019\feJ12-OYVaU\00005.wav,Alain_Delon/feJ12-OYVaU,174.8,182.7,Alain_Delon,dev,trn,id10019
id10019\feJ12-OYVaU\00006.wav,Alain_Delon/feJ12-OYVaU,212.3,221.0,Alain_Delon,dev,trn,id10019
id10019\feJ12-OYVaU\00008.wav,Alain_Delon/feJ12-OYVaU,294.4,302.1,Alain_Delon,dev,trn,id10019
id10020\1elTcNGC3q8\00001.wav,Alan_Alda/1elTcNGC3q8,10.4,17.0,Alan_Alda,dev,trn,id10020
id10020\1elTcNGC3q8\00008.wav,Alan_Alda/1elTcNGC3q8,156.7,163.2,Alan_Alda,dev,trn,id10020
id10020\1elTcNGC3q8\00009.wav,Alan_Alda/1elTcNGC3q8,165.5,172.6,Alan_Alda,dev,trn,id10020
id10020\1elTcNGC3q8\00010.wav,Alan_Alda/1elTcNGC3q8,172.9,182.4,Alan_Alda,dev,trn,id10020
id10020\1elTcNGC3q8\00013.wav,Alan_Alda/1elTcNGC3q8,200.2,209.9,Alan_Alda,dev,trn,id10020
id10020\1elTcNGC3q8\00014.wav,Alan_Alda/1elTcNGC3q8,210.8,218.6,Alan_Alda,dev,trn,id10020
id10020\1elTcNGC3q8\00018.wav,Alan_Alda/1elTcNGC3q8,359.8,369.4,Alan_Alda,dev,trn,id10020
id10020\1elTcNGC3q8\00019.wav,Alan_Alda/1elTcNGC3q8,371.0,378.6,Alan_Alda,dev,trn,id10020
id10020\1elTcNGC3q8\00022.wav,Alan_Alda/1elTcNGC3q8,414.2,420.9,Alan_Alda,dev,trn,id10020
id10020\1elTcNGC3q8\00024.wav,Alan_Alda/1elTcNGC3q8,458.3,465.3,Alan_Alda,dev,trn,id10020
id10020\1elTcNGC3q8\00025.wav,Alan_Alda/1elTcNGC3q8,471.7,478.2,Alan_Alda,dev,trn,id10020
id10020\1elTcNGC3q8\00026.wav,Alan_Alda/1elTcNGC3q8,511.3,517.4,Alan_Alda,dev,trn,id10020
id10020\1elTcNGC3q8\00028.wav,Alan_Alda/1elTcNGC3q8,532.8,540.5,Alan_Alda,dev,trn,id10020
id10020\1elTcNGC3q8\00031.wav,Alan_Alda/1elTcNGC3q8,632.4,638.8,Alan_Alda,dev,trn,id10020
id10020\1elTcNGC3q8\00035.wav,Alan_Alda/1elTcNGC3q8,788.7,794.8,Alan_Alda,dev,trn,id10020
id10020\1elTcNGC3q8\00037.wav,Alan_Alda/1elTcNGC3q8,823.9,832.6,Alan_Alda,dev,trn,id10020
id10020\1elTcNGC3q8\00040.wav,Alan_Alda/1elTcNGC3q8,884.7,891.0,Alan_Alda,dev,trn,id10020
id10020\1elTcNGC3q8\00041.wav,Alan_Alda/1elTcNGC3q8,903.2,913.2,Alan_Alda,dev,trn,id10020
id10020\1elTcNGC3q8\00043.wav,Alan_Alda/1elTcNGC3q8,950.0,957.7,Alan_Alda,dev,trn,id10020
id10020\37HXBdOMKOk\00002.wav,Alan_Alda/37HXBdOMKOk,17.2,24.8,Alan_Alda,dev,trn,id10020
