segment,uri,start,end,speaker,verification,identification
id10218\0rXQSAGC7tk\00002.wav,David_Oyelowo/0rXQSAGC7tk,100.8,111.0,David_Oyelowo,dev,trn
id10219\1slArsYfWVQ\00001.wav,David_Schwimmer/1slArsYfWVQ,16.6,29.2,David_Schwimmer,dev,trn
id10220\CBxvRA9b6zg\00002.wav,David_Suchet/CBxvRA9b6zg,121.3,131.2,David_Suchet,dev,trn
id10221\5OwZavGt0T8\00001.wav,David_Tennant/5OwZavGt0T8,84.2,100.3,David_Tennant,dev,trn
id10222\5imkCa0724M\00001.wav,David_Warner/5imkCa0724M,214.0,225.3,David_Warner,dev,trn
id10223\2ZsoHW7qaQ4\00001.wav,David_Wenham/2ZsoHW7qaQ4,0.7,25.6,David_Wenham,dev,trn
id10224\4ivjaIuPQG4\00001.wav,David_Zayas/4ivjaIuPQG4,31.2,40.8,David_Zayas,dev,trn
id10225\0enjf7__e04\00003.wav,Dawn_French/0enjf7__e04,440.6,449.7,Dawn_French,dev,trn
id10226\0hwODs-_0Cw\00001.wav,Dawn_Wells/0hwODs-_0Cw,94.0,104.1,Dawn_Wells,dev,trn
id10227\0B-s4tU0tXk\00001.wav,Dean_Cain/0B-s4tU0tXk,216.0,222.0,Dean_Cain,dev,trn
id10228\5MiImkK2KGg\00003.wav,Debi_Mazar/5MiImkK2KGg,400.5,407.4,Debi_Mazar,dev,trn
id10229\BSVcmcMyuqc\00001.wav,Debra_Jo_Rupp/BSVcmcMyuqc,69.8,78.1,Debra_Jo_Rupp,dev,trn
id10230\2juzEK82A6Y\00002.wav,Deidre_Hall/2juzEK82A6Y,347.0,363.2,Deidre_Hall,dev,trn
id10231\5g5t3E-Xsi0\00001.wav,Della_Reese/5g5t3E-Xsi0,9.9,16.0,Della_Reese,dev,trn
id10233\4qBx8uXR1I4\00002.wav,Denis_Leary/4qBx8uXR1I4,89.2,96.2,Denis_Leary,dev,trn
id10234\0uY88Vk3jJs\00002.wav,Denise_Crosby/0uY88Vk3jJs,118.2,125.3,Denise_Crosby,dev,trn
id10235\4Ce3PM-4tRE\00001.wav,Derek_Jacobi/4Ce3PM-4tRE,94.5,102.2,Derek_Jacobi,dev,tst
id10236\0CDDELdWqq4\00002.wav,Derek_Mears/0CDDELdWqq4,138.4,146.8,Derek_Mears,dev,trn
id10237\17eLAkRf-q4\00002.wav,Derek_Theler/17eLAkRf-q4,55.8,65.2,Derek_Theler,dev,trn
id10238\Df88eEFNXxE\00002.wav,Dermot_Mulroney/Df88eEFNXxE,49.9,71.8,Dermot_Mulroney,dev,trn
id10239\6WPUROFjdcY\00001.wav,Diablo_Cody/6WPUROFjdcY,5.4,15.9,Diablo_Cody,dev,trn
id10240\1tOdHYSW3-Y\00001.wav,Diane_Keaton/1tOdHYSW3-Y,16.3,22.8,Diane_Keaton,dev,trn
id10241\BCvkayRlsbM\00001.wav,Diane_Kruger/BCvkayRlsbM,69.3,77.7,Diane_Kruger,dev,trn
id10242\3ez0KTAsvZE\00001.wav,Dick_Van_Dyke/3ez0KTAsvZE,20.2,27.0,Dick_Van_Dyke,dev,trn
id10243\483m6cnpiZo\00001.wav,Diego_Klattenhoff/483m6cnpiZo,46.6,58.6,Diego_Klattenhoff,dev,trn
id10244\09AvzdGWvhA\00003.wav,Diego_Luna/09AvzdGWvhA,138.4,145.6,Diego_Luna,dev,trn
id10245\0a-GyTjKStI\00001.wav,Diogo_Morgado/0a-GyTjKStI,11.7,20.6,Diogo_Morgado,dev,trn
id10246\0cNcbENYe10\00001.wav,Domhnall_Gleeson/0cNcbENYe10,10.0,47.0,Domhnall_Gleeson,dev,trn
id10247\2nI6VjWFAWA\00001.wav,Dominic_Cooper/2nI6VjWFAWA,10.1,18.6,Dominic_Cooper,dev,trn
id10248\4kZpe3Ec1hc\00001.wav,Don_Rickles/4kZpe3Ec1hc,358.4,364.9,Don_Rickles,dev,trn
id10249\4RZ31S7qeyI\00001.wav,Donal_Logue/4RZ31S7qeyI,34.2,41.3,Donal_Logue,dev,trn
id10250\1p1Ds52eevo\00002.wav,Donald_Glover/1p1Ds52eevo,91.8,98.6,Donald_Glover,dev,trn
id10251\8UgTOZR0cog\00002.wav,Donald_Sutherland/8UgTOZR0cog,312.1,318.6,Donald_Sutherland,dev,trn
id10252\1EuYH7zEHV8\00001.wav,Donna_Mills/1EuYH7zEHV8,28.2,34.5,Donna_Mills,dev,trn
id10253\4kC7nIrvA3M\00002.wav,Donna_Murphy/4kC7nIrvA3M,47.1,57.2,Donna_Murphy,dev,trn
id10254\0DOsXsCoHUM\00003.wav,Donnie_Yen/0DOsXsCoHUM,67.7,75.4,Donnie_Yen,dev,trn
id10255\5WqOh2rFYYw\00003.wav,Dot-Marie_Jones/5WqOh2rFYYw,74.2,80.9,Dot-Marie_Jones,dev,tst
id10256\6Y5yeb-ynTo\00001.wav,Douglas_Booth/6Y5yeb-ynTo,9.6,34.8,Douglas_Booth,dev,trn
id10257\K15lRgcitSw\00003.wav,Dougray_Scott/K15lRgcitSw,43.5,53.6,Dougray_Scott,dev,trn
id10258\23dSOm3axoU\00002.wav,Doutzen_Kroes/23dSOm3axoU,36.6,43.6,Doutzen_Kroes,dev,trn
id10259\27z6dPSk1Mo\00001.wav,Dove_Cameron/27z6dPSk1Mo,78.8,94.4,Dove_Cameron,dev,trn
id10260\7T8jVHliD7o\00003.wav,Dr._Dre/7T8jVHliD7o,43.9,56.0,Dr._Dre,dev,trn
id10261\1suWlhhvRcs\00001.wav,Drake_Bell/1suWlhhvRcs,5.0,13.8,Drake_Bell,dev,trn
id10262\1lgoknXVPG8\00002.wav,Drea_de_Matteo/1lgoknXVPG8,40.1,46.8,Drea_de_Matteo,dev,tst
id10263\5absN1yvrkA\00001.wav,Dreama_Walker/5absN1yvrkA,31.4,42.8,Dreama_Walker,dev,trn
id10264\HVmTlDRGT0w\00002.wav,Drew_Carey/HVmTlDRGT0w,528.2,541.2,Drew_Carey,dev,trn
id10265\0n-lZM4WrOc\00001.wav,Drew_Roy/0n-lZM4WrOc,21.0,31.3,Drew_Roy,dev,tst
id10266\8D-WpSepzjE\00001.wav,Dustin_Milligan/8D-WpSepzjE,80.8,96.8,Dustin_Milligan,dev,trn
id10267\2BryLhXNDwA\00001.wav,Dyan_Cannon/2BryLhXNDwA,33.6,40.0,Dyan_Cannon,dev,trn
id10268\4peR_ZpeSCU\00001.wav,Dylan_McDermott/4peR_ZpeSCU,52.7,60.2,Dylan_McDermott,dev,trn
id10270\5r0dWxy17C8\00001.wav,Eartha_Kitt/5r0dWxy17C8,23.8,32.1,Eartha_Kitt,tst,trn
id10271\1gtz-CUIygI\00004.wav,Ed_Westwick/1gtz-CUIygI,34.7,43.3,Ed_Westwick,tst,trn
id10273\0LbtndiXJC0\00001.wav,Eddie_Izzard/0LbtndiXJC0,23.0,44.7,Eddie_Izzard,tst,trn
id10274\7rkVfW2yw0c\00002.wav,Eddie_Kaye_Thomas/7rkVfW2yw0c,150.5,158.9,Eddie_Kaye_Thomas,tst,trn
id10275\CVUXDNZzcmA\00002.wav,Eddie_McClintock/CVUXDNZzcmA,13.1,34.6,Eddie_McClintock,tst,trn
id10276\3vWez3baO60\00001.wav,Edgar_Wright/3vWez3baO60,28.3,34.4,Edgar_Wright,tst,trn
id10277\0rpfN7wThsg\00002.wav,Eduardo_Noriega/0rpfN7wThsg,14.6,23.2,Eduardo_Noriega,tst,trn
id10278\DSGE2F5sTcg\00005.wav,Edward_Asner/DSGE2F5sTcg,94.7,102.0,Edward_Asner,tst,trn
id10279\3qAxPgeIvCQ\00001.wav,Efren_Ramirez/3qAxPgeIvCQ,25.8,31.9,Efren_Ramirez,tst,trn
id10280\9AtE4C309P8\00001.wav,Elaine_Cassidy/9AtE4C309P8,6.2,23.6,Elaine_Cassidy,tst,trn
id10281\1CiBWgsHT4E\00001.wav,Elaine_Hendrix/1CiBWgsHT4E,19.8,27.3,Elaine_Hendrix,tst,trn
id10282\CiUT-YF34O4\00002.wav,Eleanor_Tomlinson/CiUT-YF34O4,171.2,177.8,Eleanor_Tomlinson,tst,trn
id10283\52SYuI0cCbQ\00001.wav,Eli_Roth/52SYuI0cCbQ,12.2,30.6,Eli_Roth,tst,trn
id10284\7yx9A0yzLYk\00001.wav,Eli_Wallach/7yx9A0yzLYk,179.6,189.8,Eli_Wallach,tst,trn
id10285\FUqAFZmZJ80\00004.wav,Elisabeth_Moss/FUqAFZmZJ80,81.7,91.2,Elisabeth_Moss,tst,trn
id10286\0sETQ5nxvf8\00001.wav,Elle_Fanning/0sETQ5nxvf8,49.1,70.1,Elle_Fanning,tst,trn
id10287\4oOmqI1myzY\00002.wav,Ellen_Burstyn/4oOmqI1myzY,15.2,29.2,Ellen_Burstyn,tst,trn
id10288\A3ZvNuG8_oM\00002.wav,Ellen_Wong/A3ZvNuG8_oM,15.1,28.8,Ellen_Wong,tst,trn
id10289\3g9CjhcNEWk\00002.wav,Elodie_Yung/3g9CjhcNEWk,28.6,37.2,Elodie_Yung,tst,trn
id10290\0bA1AJCGEOo\00001.wav,Emile_Hirsch/0bA1AJCGEOo,137.2,143.9,Emile_Hirsch,tst,trn
id10291\0kSotQgmwoI\00001.wav,Emily_Atack/0kSotQgmwoI,41.8,49.6,Emily_Atack,tst,trn
id10292\0H91VC07Q3s\00001.wav,Emraan_Hashmi/0H91VC07Q3s,9.8,18.2,Emraan_Hashmi,tst,tst
id10293\8lGvPwJszxI\00001.wav,Eoin_Macken/8lGvPwJszxI,6.3,16.8,Eoin_Macken,tst,trn
id10294\1l9B0dz7gjc\00001.wav,Eric_Braeden/1l9B0dz7gjc,13.7,20.3,Eric_Braeden,tst,trn
id10295\3KnwlyXVpv4\00001.wav,Eric_Dane/3KnwlyXVpv4,28.6,40.8,Eric_Dane,tst,trn
id10296\0mOnLGSG2jM\00001.wav,Eric_McCormack/0mOnLGSG2jM,70.2,79.5,Eric_McCormack,tst,trn
id10297\0mtJFC7OJv4\00001.wav,Eric_Roberts/0mtJFC7OJv4,17.8,25.1,Eric_Roberts,tst,tst
id10298\3rge7xFekcQ\00001.wav,Erik_Estrada/3rge7xFekcQ,114.6,121.9,Erik_Estrada,tst,trn
id10299\752GDDvGPCA\00001.wav,Erin_Andrews/752GDDvGPCA,6.5,30.6,Erin_Andrews,tst,trn
id10300\1ZyvrJaiLQk\00003.wav,Ernest_Borgnine/1ZyvrJaiLQk,159.6,167.0,Ernest_Borgnine,tst,trn
id10301\AeRSD9jIdSg\00003.wav,Ernie_Hudson/AeRSD9jIdSg,114.5,129.8,Ernie_Hudson,tst,trn
id10302\2Er-cV85fc4\00001.wav,Esai_Morales/2Er-cV85fc4,17.7,32.0,Esai_Morales,tst,trn
id10303\LKDWhdJQFco\00002.wav,Estelle_Harris/LKDWhdJQFco,54.7,64.6,Estelle_Harris,tst,tst
id10304\0TJ9sdJiDvA\00001.wav,Eugene_Levy/0TJ9sdJiDvA,156.1,166.9,Eugene_Levy,tst,trn
id10305\19OCRADWjgA\00001.wav,Eugenio_Derbez/19OCRADWjgA,13.8,22.7,Eugenio_Derbez,tst,trn
id10306\2SaEbN8hYz4\00001.wav,Eva_Green/2SaEbN8hYz4,14.8,23.9,Eva_Green,tst,trn
id10307\0nH78dDh0N0\00001.wav,Eva_Longoria/0nH78dDh0N0,31.3,61.4,Eva_Longoria,tst,trn
id10308\MxBuaaxNnlE\00001.wav,Evanna_Lynch/MxBuaaxNnlE,22.9,46.0,Evanna_Lynch,tst,trn
id10309\0b1inHMAr6o\00001.wav,Ezra_Miller/0b1inHMAr6o,42.2,50.9,Ezra_Miller,tst,trn
id10310\E3J23SXNUas\00001.wav,Fanny_Ardant/E3J23SXNUas,71.1,77.6,Fanny_Ardant,dev,tst
id10311\2iZQFpRit3E\00002.wav,Farrah_Abraham/2iZQFpRit3E,51.8,61.0,Farrah_Abraham,dev,trn
id10312\0aOZh1TsKe0\00004.wav,Fawad_Khan/0aOZh1TsKe0,186.4,193.6,Fawad_Khan,dev,trn
id10313\2lH1TLQrcds\00001.wav,Felicia_Day/2lH1TLQrcds,46.8,53.7,Felicia_Day,dev,trn
id10314\6yFLXG5IxKg\00001.wav,Felicity_Jones/6yFLXG5IxKg,14.9,24.8,Felicity_Jones,dev,trn
id10316\1GeETjUJunA\00001.wav,Finola_Hughes/1GeETjUJunA,69.0,76.2,Finola_Hughes,dev,trn
id10317\CRP3XtjNdeE\00004.wav,Fiona_Shaw/CRP3XtjNdeE,137.5,143.6,Fiona_Shaw,dev,trn
id10318\1lUetSKIjss\00001.wav,Florence_Henderson/1lUetSKIjss,10.5,18.2,Florence_Henderson,dev,trn
id10319\0vResJtney8\00001.wav,Forest_Whitaker/0vResJtney8,74.0,98.9,Forest_Whitaker,dev,tst
id10320\0_pw5a3Sm7o\00002.wav,Francia_Raisa/0_pw5a3Sm7o,68.8,80.0,Francia_Raisa,dev,trn
id10321\57R5-_HbF98\00003.wav,Fred_Williamson/57R5-_HbF98,404.2,411.3,Fred_Williamson,dev,trn
id10322\GfRCkdCDDzE\00002.wav,Freddie_Highmore/GfRCkdCDDzE,159.7,180.6,Freddie_Highmore,dev,trn
id10323\137siDbXp0I\00003.wav,Freema_Agyeman/137siDbXp0I,226.8,235.9,Freema_Agyeman,dev,trn
id10324\1BN1Twr0pDM\00001.wav,Freida_Pinto/1BN1Twr0pDM,21.8,38.2,Freida_Pinto,dev,trn
id10325\7u-rskIpVxE\00001.wav,Garrett_Hedlund/7u-rskIpVxE,42.3,60.7,Garrett_Hedlund,dev,trn
id10326\NKOA_Q89wDM\00001.wav,Garry_Marshall/NKOA_Q89wDM,12.8,29.8,Garry_Marshall,dev,trn
id10327\BSNQ3F0DWPE\00003.wav,Gary_Busey/BSNQ3F0DWPE,241.3,247.6,Gary_Busey,dev,tst
id10328\0u-gr1_x7oY\00001.wav,Gaspard_Ulliel/0u-gr1_x7oY,163.0,183.1,Gaspard_Ulliel,dev,trn
id10329\EXBuk_FwHu0\00002.wav,Gates_McFadden/EXBuk_FwHu0,33.0,39.6,Gates_McFadden,dev,trn
id10330\0pluqlwP434\00001.wav,Geena_Davis/0pluqlwP434,79.8,87.0,Geena_Davis,dev,trn
id10331\4Xj0myDGyVU\00001.wav,Gemma_Arterton/4Xj0myDGyVU,153.6,162.3,Gemma_Arterton,dev,trn
id10332\3tDl-eB-Xtw\00001.wav,Gemma_Atkinson/3tDl-eB-Xtw,10.4,19.9,Gemma_Atkinson,dev,tst
id10333\0_wqAsLNcGI\00002.wav,Geri_Halliwell/0_wqAsLNcGI,150.9,163.6,Geri_Halliwell,dev,tst
id10334\0g15HJePJM4\00001.wav,Gilles_Marini/0g15HJePJM4,1.1,7.6,Gilles_Marini,dev,trn
id10335\3j5n_FdTUg4\00001.wav,Gillian_Jacobs/3j5n_FdTUg4,43.0,55.2,Gillian_Jacobs,dev,tst
id10336\FkyvXlj-hec\00001.wav,Gina_Carano/FkyvXlj-hec,8.1,14.6,Gina_Carano,dev,tst
id10337\JZb3zjuPPsE\00001.wav,Ginger_Rogers/JZb3zjuPPsE,269.4,276.8,Ginger_Rogers,dev,trn
id10338\4WZGnkqSEhE\00001.wav,Ginnifer_Goodwin/4WZGnkqSEhE,1.8,11.9,Ginnifer_Goodwin,dev,trn
id10339\AvwuNHw_w6U\00001.wav,Giovanni_Ribisi/AvwuNHw_w6U,124.2,133.9,Giovanni_Ribisi,dev,trn
id10340\CPeJCzCrHUg\00001.wav,Giuliana_Rancic/CPeJCzCrHUg,13.9,22.8,Giuliana_Rancic,dev,tst
id10341\04NM8FbghFY\00001.wav,Glen_Hansard/04NM8FbghFY,65.7,72.9,Glen_Hansard,dev,trn
id10342\3IY8lxuo_yA\00001.wav,Glenn_Close/3IY8lxuo_yA,268.8,275.6,Glenn_Close,dev,trn
id10343\8zl5qeF0aqs\00001.wav,Gloria_Steinem/8zl5qeF0aqs,85.7,96.0,Gloria_Steinem,dev,trn
id10344\0fnUYmS7UGE\00002.wav,Golshifteh_Farahani/0fnUYmS7UGE,195.4,202.0,Golshifteh_Farahani,dev,trn
id10345\9CCStXTR3OY\00002.wav,Goran_Visnjic/9CCStXTR3OY,26.0,44.6,Goran_Visnjic,dev,trn
id10346\39jgnWcQk3w\00001.wav,Gordon_Ramsay/39jgnWcQk3w,38.4,45.9,Gordon_Ramsay,dev,trn
id10347\0ht0ZQ3IMjc\00001.wav,Grant_Bowler/0ht0ZQ3IMjc,20.9,27.8,Grant_Bowler,dev,trn
id10348\0AMSf9LTldw\00001.wav,Greer_Garson/0AMSf9LTldw,75.2,81.3,Greer_Garson,dev,trn
id10349\8VlMBWsbL0o\00001.wav,Greg_Finley/8VlMBWsbL0o,5.8,12.9,Greg_Finley,dev,tst
id10350\5pa13peHVtk\00001.wav,Greg_Grunberg/5pa13peHVtk,1.5,14.3,Greg_Grunberg,dev,trn
id10351\8hs4d7i6kwU\00001.wav,Gregg_Sulkin/8hs4d7i6kwU,22.4,35.3,Gregg_Sulkin,dev,trn
id10352\0Hk7nOAQz-A\00002.wav,Greta_Gerwig/0Hk7nOAQz-A,43.4,97.2,Greta_Gerwig,dev,trn
id10353\1u8_FD0jqSM\00001.wav,Gugu_Mbatha-Raw/1u8_FD0jqSM,175.7,181.8,Gugu_Mbatha-Raw,dev,trn
id10354\1C2dwye3Jzk\00007.wav,Guillaume_Canet/1C2dwye3Jzk,164.5,171.2,Guillaume_Canet,dev,trn
id10355\3NhaEc1RPaM\00001.wav,Guy_Pearce/3NhaEc1RPaM,75.1,84.4,Guy_Pearce,dev,trn
id10356\0wd6pu-fcMw\00003.wav,Gwendoline_Christie/0wd6pu-fcMw,40.9,51.8,Gwendoline_Christie,dev,trn
id10357\0j4cr3a368Y\00001.wav,Hailee_Steinfeld/0j4cr3a368Y,24.9,45.9,Hailee_Steinfeld,dev,trn
id10358\6q1_DY7w910\00006.wav,Hal_Sparks/6q1_DY7w910,294.7,309.5,Hal_Sparks,dev,trn
id10359\3i95mBs9Zgo\00002.wav,Hannah_Simone/3i95mBs9Zgo,18.7,24.9,Hannah_Simone,dev,trn
id10360\8NGSfc_pG5A\00001.wav,Hannah_Spearritt/8NGSfc_pG5A,245.8,251.8,Hannah_Spearritt,dev,trn
id10361\3wfBtn8_nP8\00002.wav,Hans_Zimmer/3wfBtn8_nP8,103.4,117.0,Hans_Zimmer,dev,trn
id10362\4iLNk3yaJgc\00002.wav,Harry_Connick_Jr./4iLNk3yaJgc,12.8,27.7,Harry_Connick_Jr.,dev,trn
id10363\EkZiDZrTOrs\00005.wav,Harry_Shum_Jr./EkZiDZrTOrs,498.4,505.4,Harry_Shum_Jr.,dev,trn
id10364\20jiP-8kxJQ\00001.wav,Harry_Treadaway/20jiP-8kxJQ,19.0,33.1,Harry_Treadaway,dev,trn
id10365\1KeEP3uqu40\00001.wav,Harvey_Keitel/1KeEP3uqu40,84.0,90.0,Harvey_Keitel,dev,trn
id10366\EAoc8rOL-Bs\00001.wav,Hayley_Marie_Norman/EAoc8rOL-Bs,45.5,53.5,Hayley_Marie_Norman,dev,trn
id10367\35-qPdnh8BY\00001.wav,Heather_Graham/35-qPdnh8BY,201.5,212.8,Heather_Graham,dev,trn
id10368\1Iy3gEI2nbM\00001.wav,Hector_Elizondo/1Iy3gEI2nbM,9.1,19.6,Hector_Elizondo,dev,trn
id10369\6POKNa7L3uM\00002.wav,Heidi_Montag/6POKNa7L3uM,69.6,81.4,Heidi_Montag,dev,trn
id10370\5CG6qgmDbEc\00001.wav,Heike_Makatsch/5CG6qgmDbEc,45.8,53.3,Heike_Makatsch,dev,trn
id10371\6SHP5C3yyM0\00001.wav,Helena_Bonham_Carter/6SHP5C3yyM0,11.0,17.7,Helena_Bonham_Carter,dev,trn
id10372\8g7Mj1Cfn5k\00002.wav,Henry_Cavill/8g7Mj1Cfn5k,32.6,51.9,Henry_Cavill,dev,trn
id10373\2iBKmVxV8UY\00001.wav,Hilarie_Burton/2iBKmVxV8UY,6.6,20.9,Hilarie_Burton,dev,trn
id10374\2_nmIEwZQp0\00001.wav,Hilary_Swank/2_nmIEwZQp0,31.3,39.2,Hilary_Swank,dev,trn
id10375\HnmiCujZlgE\00001.wav,Hill_Harper/HnmiCujZlgE,99.4,105.8,Hill_Harper,dev,trn
id10376\2-LK6gCItU4\00002.wav,Holliday_Grainger/2-LK6gCItU4,243.2,254.2,Holliday_Grainger,dev,trn
id10377\27yIEpOMVKU\00001.wav,Hope_Solo/27yIEpOMVKU,12.4,23.0,Hope_Solo,dev,trn
id10378\4tl3EBKeeEE\00001.wav,Howie_Mandel/4tl3EBKeeEE,229.9,236.2,Howie_Mandel,dev,trn
id10379\346ElyAK8hw\00002.wav,Hugh_Bonneville/346ElyAK8hw,47.0,55.2,Hugh_Bonneville,dev,trn
id10380\3FESCkcOQqQ\00004.wav,Hugh_Dancy/3FESCkcOQqQ,121.2,137.0,Hugh_Dancy,dev,trn
id10381\0pc7P1-EZ5o\00001.wav,Hugh_Jackman/0pc7P1-EZ5o,199.5,216.4,Hugh_Jackman,dev,trn
id10382\90sTPYNz4Oc\00001.wav,Hugh_Laurie/90sTPYNz4Oc,9.3,17.0,Hugh_Laurie,dev,trn
id10383\35Xos_C2JV0\00002.wav,Hunter_Parrish/35Xos_C2JV0,215.2,221.2,Hunter_Parrish,dev,trn
id10384\O_gtwphGlSg\00003.wav,Hye-kyo_Song/O_gtwphGlSg,150.0,162.6,Hye-kyo_Song,dev,tst
id10385\RoRMJ9E1xxc\00002.wav,Iain_Glen/RoRMJ9E1xxc,221.9,228.0,Iain_Glen,dev,trn
id10386\0ePxwdYIrEA\00003.wav,Ian_Somerhalder/0ePxwdYIrEA,104.1,110.3,Ian_Somerhalder,dev,trn
id10387\4ry5D-jgSQU\00002.wav,Idina_Menzel/4ry5D-jgSQU,47.8,56.3,Idina_Menzel,dev,trn
id10388\1DCEGz4W31c\00001.wav,Imelda_Staunton/1DCEGz4W31c,5.4,12.2,Imelda_Staunton,dev,trn
id10389\16786H8IPHA\00002.wav,India_de_Beaufort/16786H8IPHA,98.1,105.6,India_de_Beaufort,dev,trn
id10390\AXLJApZAJ54\00002.wav,Indira_Varma/AXLJApZAJ54,16.2,34.2,Indira_Varma,dev,tst
id10391\0SkrM5k6-HQ\00001.wav,Ingrid_Bergman/0SkrM5k6-HQ,339.7,346.9,Ingrid_Bergman,dev,trn
id10392\Mmklviakbm4\00001.wav,Irina_Shayk/Mmklviakbm4,80.5,92.7,Irina_Shayk,dev,tst
id10393\1D22Tgx1k4A\00002.wav,Irrfan_Khan/1D22Tgx1k4A,51.9,61.9,Irrfan_Khan,dev,trn
id10394\0aczLiqz_60\00001.wav,Isla_Fisher/0aczLiqz_60,108.6,115.9,Isla_Fisher,dev,trn
id10395\7u9jS49Ssf0\00002.wav,Iwan_Rheon/7u9jS49Ssf0,96.4,115.0,Iwan_Rheon,dev,trn
id10396\LhMuhHBwk4k\00001.wav,Izabella_Scorupco/LhMuhHBwk4k,112.8,121.6,Izabella_Scorupco,dev,trn
id10397\2-2Ay9myBmI\00001.wav,J.J._Abrams/2-2Ay9myBmI,18.6,24.6,J.J._Abrams,dev,trn
id10398\0IygJqBxpLs\00002.wav,J.K._Simmons/0IygJqBxpLs,49.5,56.6,J.K._Simmons,dev,trn
id10399\4Y4YSpF6d6w\00003.wav,Jack_Black/4Y4YSpF6d6w,123.6,131.2,Jack_Black,dev,trn
id10400\1C7Qm5_5goE\00001.wav,Jack_Coleman/1C7Qm5_5goE,27.0,33.6,Jack_Coleman,dev,trn
id10401\1Eax3XkX_lI\00001.wav,Jack_Davenport/1Eax3XkX_lI,29.6,37.1,Jack_Davenport,dev,trn
id10402\4CvGHFBRWgs\00001.wav,Jack_Griffo/4CvGHFBRWgs,16.3,23.6,Jack_Griffo,dev,trn
id10403\2kDwpetz4VE\00002.wav,Jack_Lemmon/2kDwpetz4VE,156.6,172.0,Jack_Lemmon,dev,trn
id10404\6tDo7JhRzJQ\00001.wav,Jack_Reynor/6tDo7JhRzJQ,12.0,21.9,Jack_Reynor,dev,trn
id10405\Cl3h2haoyEs\00001.wav,Jack_Whitehall/Cl3h2haoyEs,37.7,44.2,Jack_Whitehall,dev,trn
id10406\9On_aKNQR8Q\00001.wav,Jacob_Latimore/9On_aKNQR8Q,17.2,43.3,Jacob_Latimore,dev,trn
id10407\2oI-4H01riU\00001.wav,Jacqueline_Emerson/2oI-4H01riU,64.4,75.0,Jacqueline_Emerson,dev,trn
id10408\0jA-z5OgFgk\00002.wav,Jacqueline_Fernandez/0jA-z5OgFgk,184.4,190.6,Jacqueline_Fernandez,dev,trn
id10409\CHvHnMKojUo\00001.wav,Jacqueline_MacInnes_Wood/CHvHnMKojUo,196.5,203.0,Jacqueline_MacInnes_Wood,dev,trn
id10410\2AmGxt5xX_k\00001.wav,Jai_Courtney/2AmGxt5xX_k,172.1,180.8,Jai_Courtney,dev,trn
id10411\1hEvqYi9kkk\00001.wav,Jaime_Winstone/1hEvqYi9kkk,24.0,32.0,Jaime_Winstone,dev,tst
id10412\6PEwu4gRTFE\00004.wav,Jake_Abel/6PEwu4gRTFE,248.7,257.0,Jake_Abel,dev,tst
id10413\0BqtiThbrbk\00001.wav,Jake_Johnson/0BqtiThbrbk,64.4,76.4,Jake_Johnson,dev,trn
id10414\740kKiptsvE\00001.wav,Jake_T._Austin/740kKiptsvE,11.4,22.6,Jake_T._Austin,dev,trn
id10415\1OBF24bF7mg\00005.wav,Jamel_Debbouze/1OBF24bF7mg,305.4,311.4,Jamel_Debbouze,dev,trn
id10416\2HjuyCXDIfQ\00001.wav,James_Badge_Dale/2HjuyCXDIfQ,312.3,319.7,James_Badge_Dale,dev,trn
id10417\3Fu5_tu2wrE\00001.wav,James_Cosmo/3Fu5_tu2wrE,15.2,22.0,James_Cosmo,dev,trn
id10418\C8YRXOx7iA8\00002.wav,James_Cromwell/C8YRXOx7iA8,41.8,48.0,James_Cromwell,dev,trn
id10420\5xtjKxDC8Qs\00002.wav,James_Frain/5xtjKxDC8Qs,115.6,121.8,James_Frain,dev,trn
id10421\0HEJSjsn-Ro\00001.wav,James_Lafferty/0HEJSjsn-Ro,262.8,271.6,James_Lafferty,dev,trn
id10422\CJmlQGHYVTQ\00003.wav,James_Lipton/CJmlQGHYVTQ,56.2,63.3,James_Lipton,dev,trn
id10423\0L329Uvubaw\00001.wav,James_Marsden/0L329Uvubaw,5.3,15.3,James_Marsden,dev,trn
id10424\39L8u1wbm_s\00001.wav,James_Maslow/39L8u1wbm_s,36.8,50.5,James_Maslow,dev,trn
id10425\0SGxdZgid8w\00001.wav,James_Nesbitt/0SGxdZgid8w,161.8,168.2,James_Nesbitt,dev,trn
id10426\4QbdPAn6eJU\00001.wav,James_Purefoy/4QbdPAn6eJU,19.4,27.6,James_Purefoy,dev,trn
id10427\8gmfIQY9n7A\00002.wav,James_Roday/8gmfIQY9n7A,92.1,98.1,James_Roday,dev,trn
id10428\4BAJV_9CUUs\00001.wav,James_Woods/4BAJV_9CUUs,61.6,73.6,James_Woods,dev,trn
id10429\5qR7KdWdbaU\00001.wav,Jamie-Lynn_Sigler/5qR7KdWdbaU,13.9,29.6,Jamie-Lynn_Sigler,dev,trn
id10430\1EV8VQlkPpI\00001.wav,Jamie_Chung/1EV8VQlkPpI,77.1,84.5,Jamie_Chung,dev,trn
id10431\22uEcKgfdHg\00001.wav,Jamie_Foxx/22uEcKgfdHg,1013.7,1020.4,Jamie_Foxx,dev,trn
id10432\7S3RBS5CQ9c\00003.wav,Jana_Kramer/7S3RBS5CQ9c,29.6,35.8,Jana_Kramer,dev,trn
id10433\E-axY9gIpBY\00001.wav,Jane_Badler/E-axY9gIpBY,55.3,69.2,Jane_Badler,dev,trn
